# Tectonic upstream baseline file manifest
# revision	upstream-3.0.17-forge-1.20.1
# revision_timestamp	2025-11-08T00:24:20-05:00
path	size_bytes	sha256	source_set	in_final_forge_1_20_1_jar	inclusion_mode
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/noise/y_offset.json	485	bc4fbab51d9fd2919b8866239f8ed7f9da7356b3a0e3890b01f766f2cd65ef2e	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/parameters.json	929	5dbae747a6f36c8d3cdea04beae1ae93764f5c74e810ef85addedba46211d7f0	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/pillars.json	1213	f373db110f9cf9d2df8f3551c62b6e4402297fe785a27cc8eea625ce24db3927	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/spline/continents.json	267	f88ca5c91b2ddb1aae3939a0774a8b4a83eb6665752a9e7a68d0aab08df74ed6	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/spline/elevation.json	945	358f20983b36fe6daac54e84c7d4fd76bc978994d29589a4bfece72bcabe6da7	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/spline/erosion.json	417	cd8b97964962e420462a1b10766164426a49895ed7c7a4c024075f7f87721f4a	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/spline/ridge.json	321	dde8b8977bcd69b8f9c70166cc71f8ee14d1be2444e9fcd96d7f29e056fc214f	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/density_function/underground_river/total.json	1142	512dd91b0402049ca925809c95bc7d94dda15e7019b11069f9ce4f6f9575fa55	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/blend_alpha.json	83	7318b1a041751634dab2402c544080541a0495120b098dbe76eef50701aff01c	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/island/continents_a.json	121	136e80eaba72f654fcedd403955565c6fcef62131346d5522d5ae921e4487487	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/island/continents_b.json	121	136e80eaba72f654fcedd403955565c6fcef62131346d5522d5ae921e4487487	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/island/erosion.json	89	57683ccf098f172ba1247317d50301ec80a49d6cf884756593ce543fcebcf1cb	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/island/ridge.json	97	db4b6e0e22343a9804d2fa74d4f5e4b2898035d7f5e4f8d7814235a02e8dab0b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/lava_tunnel/offset.json	75	18c42ff64c2dc9df346777a82ad63af224e439b80c3b95761202260aa4c85334	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/lava_tunnel/ridges.json	67	1f3208c1c0f50aeaf6bcac4228af5f77bb3b833e78c92c631cca4de1efe8692b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/lava_tunnel/shift_x.json	67	1cd78ea4fd9d75c95f4e1954d13563e54107b050de8134ee4e612017cd32f069	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/lava_tunnel/shift_z.json	67	1cd78ea4fd9d75c95f4e1954d13563e54107b050de8134ee4e612017cd32f069	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/mountain_ridges/base.json	69	1a82661d2b2c7178d306a0d1fee5af030c3194f245cf6adc9cebc35a6a640252	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/mountain_ridges/detailed.json	69	08ecab3539b922a8aa6f682b21d0482a3ef22ff7b91f6aca8989a9cb2c9dae65	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/mountain_ridges/weathering.json	67	ca79e4eb711514b02e2ce0dc0ffe3ba5b02a102c13f067a7205911516bec6337	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/ocean1.json	73	293f950b77959f2aa2983a56cfffb3660c02f547e15076d2d6202025d4c7c99a	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/ocean2.json	81	d9b919a7f35c1e29704dd76da78ba1d201e10ded6ba2527a95faf135e75afbbe	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/parameter/continentalness.json	125	e368e52e6bd6b7e6eccc42b86675cdc1ee669800e3bee4114a2f595c862e74a9	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/parameter/erosion.json	131	e1f4df4fc37b74089e87e9439818023a4e2653e2e52b11caa03b59f7d2d12477	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/parameter/ridge.json	91	328e197b130d945aec223b231fe08f6a40ed466064ae4f2021a9ab4ef28f65b0	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/club/badlands_ridge.json	73	1389dbbffd71eb2c7ca3ff57b31340cffe94f28ae24a99c848c5a709dfd30b60	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/diamond/dune_base.json	59	4ec5b19b9551242e4b660b15bf10498af94e0213f7ee035ec9e0d65b0b1f3095	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/diamond/dune_offset.json	58	af32ff94088a2906e3f46464b5d20ea4370749ec1a71b42e2beaa45b71a73872	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/diamond/wetland.json	87	12241222ee563ff8e63c236279d3ea1efdfc4ba4b3400c72e4b7a3422bea6d21	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/heart/jungle_pillar.json	65	b29fd3e8560ee18e04ca5b1a57811960f4f49ab25e88abf70acc31286cb2e6ea	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/heart/rolling_hills.json	93	e52fa4f7866f4ce7c7f1271c716fa2c0b4748b097bd44aa800e3fc8a7349e931	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/height_multiplier.json	73	1389dbbffd71eb2c7ca3ff57b31340cffe94f28ae24a99c848c5a709dfd30b60	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/selector.json	114	015d851750f28b5cd3b1bc16bdd121487ec62fa42d99852dfc167c8405c1b78a	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/spade/lower_tier.json	75	b31979a0f4db388ae6da2491785036bc1299db761d151ca05bb4318691716682	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/region/spade/upper_tier.json	75	b31979a0f4db388ae6da2491785036bc1299db761d151ca05bb4318691716682	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/river_lanterns.json	65	2b3df3ec8dc8f6901acda2c1cd0b856cc9f3c1829c5aad6def8c0979357ff26c	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/underground_river/density_additive.json	83	40311c56fd39f6728e55083b7fe6e04c203e8765383c561af8c2016c92089f83	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/underground_river/height.json	81	881842d9621aaeebac63f11618adeacbf22f881bedada4ca3115c3f16cd8aaec	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/underground_river/roof_sharpness.json	91	7363038ac375fffbf6e0d8485258618288d935711c0d0a7c089019c27d626e7f	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/noise/underground_river/y_offset.json	81	881842d9621aaeebac63f11618adeacbf22f881bedada4ca3115c3f16cd8aaec	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/placed_feature/river_lanterns.json	1113	c3f3ad2217f1b1ee7831a25fc36159fdbb4b2197ca6f369c29373582c12346c4	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/data/tectonic/worldgen/placed_feature/river_lichen.json	925	13d3ca3d907f9c0592bb7add20d874c887763bbd396cdc5f7a081e8b1535620c	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.1_21_9_mod/data/tectonic/worldgen/density_function/__constants/cave/depth_cutoff.json	706	c597c846e931202170151791bce236a96000acb84bdd6d4095ea2f46a6b64fed	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.1_21_9_mod/pack.mcmeta	69	8d9acbd74b29864057c97f59e5662a573e6c52482be51bcb64d365ebd3b5966b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.1_21_9/data/minecraft/worldgen/density_function/overworld/noise_router/preliminary_surface_level.json	474	938ee65631e94c0a93e7417f2f83f3cab64672157d0cec0b5fd630e2478aa2c1	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.1_21_9/data/tectonic/worldgen/configured_feature/river_lanterns.json	2151	87cbfb9f788c015b41b6478f0e4017844234054c6e07f7cea1efcffa74b42533	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.clifftree/data/minecraft/worldgen/noise_settings/overworld.json	90138	07bab4ff0bb6a746241de6913f0cf544d35b0847ecd05813d723e5b20d2dc457	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/minecraft/worldgen/noise/continentalness.json	125	e368e52e6bd6b7e6eccc42b86675cdc1ee669800e3bee4114a2f595c862e74a9	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/minecraft/worldgen/noise/erosion.json	131	e1f4df4fc37b74089e87e9439818023a4e2653e2e52b11caa03b59f7d2d12477	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/minecraft/worldgen/noise/ridge.json	91	328e197b130d945aec223b231fe08f6a40ed466064ae4f2021a9ab4ef28f65b0	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/above_bottom_y.json	82	9c32dd3d58816b14a9e2555fc5bc3d3396575478a4604820a75ed078fe7d89af	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/cave/cheese_additive.json	4	5b77c0a957ea84c0deff3918158e990ea91e613ef995d46aa5ade47bdb560bdf	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/cave/cheese_enabled.json	1	6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/cave/depth_cutoff.json	297	90c1c23a4611c3b86551618db690ab3dbd34446557cbce128a466489a7439622	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/cave/noodle_additive.json	6	f069401f8751726c600d12e4d6fceaf1f5cfd0a737e5b011745f7e126d246166	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/cave/noodle_enabled.json	1	6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/cave/spaghetti_enabled.json	1	6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/deep_ocean_depth.json	5	d92a3e1761d184c3751b109bbb8ee1779896cc94c77ec60d53b8e9d32b9747cc	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/flat_terrain_skew.json	3	14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/jungle_pillars.json	1	6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/lava_tunnels.json	1	6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/max_offset.json	4	312115dbd13c05f6d2f2bca8d9492f4fbd589ac17ae156bb701a2710afac7e45	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/min_offset.json	4	e483ca4c325c8cc715f9c63edc2e8646aae912f73d455ec8c2d23f078443bd77	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/noise/continents.json	207	c9af8dd413cbff1f0ef4f82260dc27bfd6f58700acbf89df15374954850126a7	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/noise/erosion.json	199	13bdad1215d035b1f72187068a726eff79428c7802d33d1e511f83d7e7d6d314	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/noise/island_a.json	115	9df0d4197e3889520920c0b5edf6af690cf2b6386a8d2d70af3f60959a8d86c3	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/noise/island_b.json	115	15fa72476147877c709c5f937547975f63760f583a266eb0820dfc72c336c644	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/noise/ridge.json	197	908cb0e67931e86db26170dc8c46f3751d4ed1b3405ea111574446adb7aa5b9e	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/noise/temperature.json	274	b2b7c8e97783942e5bedd64428d5d8a79ac5c17c570df8f4f25dd8f88e868473	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/noise/vegetation.json	273	56ec43fe64cd2512449a6ee4dcddbd4eae82f24fb302862406028d6880a217c8	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/ocean_depth.json	5	79163b37da71cc516eff675718b01fcd32bf62251e96a4eb184a6d3ea8799902	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/ocean_offset.json	4	6793958037177ffe1d911e734aa89ec43084c405a0e309086195074bbc597087	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/rolling_hills.json	1	6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/slope_lower.json	118	8acd91f9a8973248fe876def779c5d7c0732102ad023f854d76b7c71017ce615	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/slope_upper.json	118	ce6eea7c9c95f89172b05f31c65b8039e47d4996d5c610897fc95bf98444bde9	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/underground_rivers.json	2	1bad6b8cf97131fceab8543e81f7757195fbb1d36b376ee994ad1cf17699c464	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/__constants/vertical_scale.json	5	e2718d14114d8c717b76012e4af706485df44c9d684f01803db959a2edf870ec	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/density_function/terrain_spline/offset/final.json	2126	1b80aaaa47af06097ea65888e7e1eb7daebca47f85b5437608d10fbe06180df2	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/placed_feature/river_lanterns.json	64	5fb1fd3cd7d9b1a13c1d5025fec6e57f6b2ab09867478f98045552084808b839	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.datapack/data/tectonic/worldgen/placed_feature/river_lichen.json	62	425e68a935ab0b347b5fcc8f93931a1971bd58373abb5b842eb397b1a56c8cc4	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/lithostitched/worldgen_modifier/remove_frozen_ocean_ice.json	573	d25f802cc970f130757d27298a0c98c1da8beb0bf06be1c65a28188e38e8c47d	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/lithostitched/worldgen_modifier/remove_islands.json	589	89c9b9a53a3cad7537775b5eba260ac40d5cafa715ab4639f3761701962c4064	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/lithostitched/worldgen_modifier/river_lanterns.json	478	64483c19b57dbaa68bd8b164f88825285ffb57053c6d8a027341fa879faceeac	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/lithostitched/worldgen_modifier/river_lichen.json	157	eb2c4a92cd0a6b42507b026858983a9545376769b10d3113b58c6951ece4a260	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/lithostitched/worldgen_modifier/set_height_limits.json	132	1e856e94fc309faaa3fef5716221c27b56e9340b3e7bcac9bdd6c0811b3e48f6	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/tags/worldgen/world_preset/incompatible.json	82	c68ee5cbeecfd0ce8736aa89dfe8716a956cc75b07ac8d99b6db364cd85bc632	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/above_bottom_y.json	230	08a4233092ab86e0267e13c1e9a0c9221e46b056e9aac024f3459a3762322c08	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/cave/cheese_additive.json	71	e27b8d601b88b5347a73c5e69cbd73805243b9e0754082d2b4186285c44512ce	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/cave/cheese_enabled.json	70	c9ef511cd76f980e6685b3b84a029226ed7ecd9ac7644bf2e6fc4fa68067d787	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/cave/depth_cutoff.json	705	1f06edb1aaece14eeed5480d1a08fe1f952ee50a929494ed58bac4221431f0e1	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/cave/noodle_additive.json	71	12ba7562a616afffe89974679eac80101bb1564e541118cd591be35ba0375374	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/cave/noodle_enabled.json	70	4de2f11f5c67ee20b779f1c4f4b667a684f5271d7093471cf66d5a1980a2e8e2	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/cave/spaghetti_enabled.json	73	4d5419e2adcdc028d7d9954fa7d1e214936c8827cf8f50188bc1525b34a68f69	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/deep_ocean_depth.json	72	a0b91454ffb3c5c78ec9c1e64dd5b898c8db2828586eb98d83054f6559ed8b7a	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/flat_terrain_skew.json	73	69080a92566fcee08ca429acc721cf7e5582c8c7d706a87095de115978e5fd56	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/jungle_pillars.json	70	411254016cb70c505b73ace452c83a61640d6d11db842a9e7ad198a1b4f790d7	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/lava_tunnels.json	68	4f4a94387e1acad6a92e503a46516adf1ad9d43392daacb0df923e8ae00969c5	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/max_offset.json	382	018ea53802ec89ee6b06cefc7998a87b075f736320fdd822d1b1efc0e45d9d36	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/min_offset.json	382	54092aa5ff4869faaf2f8c16f7f90cbfaad18aafbdb0cc75b5096f5e0091b4cb	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/noise/continents.json	183	f03b813e534cda6d49b23860238a43aa15fb4dc9094dadb5af2d29f25738ccf3	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/noise/erosion.json	172	95190a6e81300f450f15f95a396e64e2f9f8d8f501996aef4f292f155f624318	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/noise/island_a.json	137	3f6fe25c6e090dde357cbfcee91f183747f37ebe63f16f445991d7860ed582cd	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/noise/island_b.json	137	c422eaec2dfe44c034dc6da09dad71245e6de2f744e48ded39245daefb21afcc	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/noise/ridge.json	168	7c71e14f7123f6332a1b1822cef2f70c010ba3da61e49e8c45188462f283aa2e	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/noise/temperature.json	238	6ffa769f58d1768af4515b9437a6fd23488b0f68390cf2703cda992f18197cb4	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/noise/vegetation.json	236	f3c4ca49205694cfafa17720b079b857f620de5be60fd4ce647419d14df7a845	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/ocean_depth.json	67	0275286ba989dd6a5a1edf3d4ddb5b563ebfb1210ad8243c8d6069049346c2fe	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/ocean_offset.json	68	1f50962805a7c7f2cfee44f072a3e8636c14f7dd22b14fbdcf07a3ee35dcc2d8	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/rolling_hills.json	69	25a312682980dcf983e9307728a0b26df699a387c425dbc709c5301027137aed	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/slope_lower.json	315	e45d9dad4edfa97e4ba1b32a6c37955069da84b60d10327a86c0ad1a6cd658de	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/slope_upper.json	555	c849c6946ff283fddf33d95c6f8cac86f1aa75d320c86f1e6d3c23658db9fbeb	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/underground_rivers.json	74	4f557894971ef2cbc5b0b1355b53813e11228287d47997f5ee974f15a07e055c	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/__constants/vertical_scale.json	407	6987fa9aed48f4b7a441b275db1453c8cccb2bd09ecffadd555c7afcc69a3af9	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/data/tectonic/worldgen/density_function/terrain_spline/offset/final.json	1985	483ff241713352aa7bd19e16f05e0b5ae7ce216b59b1e79d7b63790ec1c7ec34	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.mod/pack.mcmeta	69	8d9acbd74b29864057c97f59e5662a573e6c52482be51bcb64d365ebd3b5966b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.no_carvers/data/minecraft/worldgen/configured_carver/canyon.json	349	3b2a556282960374b2813cffa81260673a248d9115b45579ae5644d3a869fdf6	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.no_carvers/data/minecraft/worldgen/configured_carver/cave_extra_underground.json	349	3b2a556282960374b2813cffa81260673a248d9115b45579ae5644d3a869fdf6	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.no_carvers/data/minecraft/worldgen/configured_carver/cave.json	349	3b2a556282960374b2813cffa81260673a248d9115b45579ae5644d3a869fdf6	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.no_carvers/pack.mcmeta	69	8d9acbd74b29864057c97f59e5662a573e6c52482be51bcb64d365ebd3b5966b	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/minecraft/worldgen/noise_settings/overworld.json	325588	a194b8bcc0a5c98c4f7c2b5343373dc7fa4d361ff046d50fc1e8a1ccd670ecf5	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/base_terrain.json	130	138ec9cd98fb8bd212d34df398ab70ed01bafef1e5eb10dda0b933f39d1b6f5d	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/biome_parameter/ridges.json	4899	8ed92d4bf79223c2365ab964ecd6c02d2460d065d58011aaee64d5d6d8ec42ed	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/cave/cheese.json	883	eb7ab432458e1c151f27bc72cb456306daae8f451484ce4ed4dfe6b1add3b059	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/noise/raw_continents.json	887	5d0ed7ba254489cb285fa2cc59b11d6b061cf0488d67a844854a8d256782eb5a	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/terrain_spline/factor/continents.json	7445	33db7a55cac7334979b9a5691e2eaeed91fc14dcd0ed600df1b1ae1e36c051e1	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/terrain_spline/factor/islands.json	1170	9b3e1763bf62b55543c35a383465ed9c9a2eea8893ed8857ff9ccc6a548cc93d	common:main	YES	resource
src/common/main/resources/resourcepacks/tectonic/overlay.terratonic/data/tectonic/worldgen/density_function/terrain_spline/offset/continents.json	20219	a2bc30ffad96806a124c24ff9b92aba8c1c555661ec6311bc490608d99f908d4	common:main	YES	resource
